freedom-of-movement,Subject moves normally despite impediments to movement.
giant-vermin,"Turns centipedes, scorpions, or spiders into giant vermin."
ice-storm,Hail deals 5d6 damage in cylinder 40 ft. across.
reincarnate,Brings dead subject back in a random body.
repel-vermin,"Insects, spiders, and other vermin stay 10 ft. away."
rusting-grasp,Your touch corrodes iron and alloys.
scrying,Spies on subject from a distance.
spike-stones,"Creatures in area take 1d8 damage, may also be slowed<i>.</i>"
summon-nature-s-ally-iv,Summons creature to fight.
animal-growth,One animal doubles in size.
atonement,Removes burden of misdeeds from subject.
awaken,Animal or tree gains human intellect.
baleful-polymorph,Transforms subject into harmless animal.
call-lightning-storm,"As <i><a href=""spells/callLightning.html#_call-lightning"">call lightning</a>, </i>but 5d6 damage per bolt."
commune-with-nature,Learn about terrain for 1 mile/level.
control-winds,Changes wind direction and speed.
cure-critical-wounds,Cures 4d8 damage + 1/level (max +20).
death-ward,Grants bonuses against death spells and negative energy.
hallow,Designates location as holy.
insect-plague,Wasp swarms attack creatures.
stoneskin,"Grants <a href=""glossary.html#_damage-reduction"">DR</a> 10/adamantine."
summon-nature-s-ally-v,Summons creature to fight.
transmute-mud-to-rock,Transforms two 10-ft. cubes per level.
transmute-rock-to-mud,Transforms two 10-ft. cubes per level.
tree-stride,Step from one tree to another far away.
unhallow,Designates location as unholy.
wall-of-fire,Deals 2d4 fire damage out to 10 ft. and 1d4 out to 20 ft. Passing through wall deals 2d6 damage +1/level.
wall-of-thorns,Thorns damage anyone who tries to pass.
antilife-shell,10-ft.-radius field hedges out living creatures.
bear-s-endurance-mass,"As <i><a href=""spells/bearSEndurance.html#_bear-s-endurance"">bear's endurance</a></i>, affects 1 subject/level."
bull-s-strength-mass,"As <i><a href=""spells/bullSStrength.html#_bull-s-strength"">bull's strength</a></i>, affects 1 subject/level."
cat-s-grace-mass,"As <i><a href=""spells/catSGrace.html#_cat-s-grace"">cat's grace</a></i>, affects one subject/level."
cure-light-wounds-mass,"Cures 1d8 damage + 1/level, affects 1 subject/level."
dispel-magic-greater,"As <i><a href=""spells/dispelMagic.html#_dispel-magic"">dispel magic</a></i>, but with multiple targets."
find-the-path,Shows most direct way to a location.
fire-seeds,Acorns and berries become grenades and bombs.
ironwood,Magic wood is as strong as steel.
liveoak,Oak becomes treant guardian.
move-earth,Digs trenches and builds hills.
owl-s-wisdom-mass,"As <i><a href=""spells/owlSWisdom.html#_owl-s-wisdom"">owl's wisdom</a></i>, affects 1 subject/level."
repel-wood,Pushes away wooden objects.
spellstaff,Stores one spell in wooden quarterstaff.
stone-tell,Talk to natural or worked stone.
summon-nature-s-ally-vi,Summons creature to fight.
transport-via-plants,Move instantly from one plant to another of the same kind.
wall-of-stone,Creates a stone wall that can be shaped.
animate-plants,One or more plants animate and fight for you.
changestaff,Your staff becomes a treant on command.
control-weather,Changes weather in local area.
creeping-doom,Swarms of centipedes attack at your command.
cure-moderate-wounds-mass,"Cures 2d8 damage + 1/level, affects 1 subject/level."
fire-storm,Deals 1d6/level fire damage.
heal,"Cures 10 points/level damage, all diseases and mental conditions."
scrying-greater,"As <i><a href=""spells/scrying.html#_scrying"">scrying</a></i>, but faster and longer."
summon-nature-s-ally-vii,Summons creature to fight.
sunbeam,Beam blinds and deals 4d6 damage.
transmute-metal-to-wood,Metal within 40 ft. becomes wood.
true-seeing,Lets you see all things as they really are.
wind-walk,You and your allies turn vaporous and travel fast.
animal-shapes,One ally/level polymorphs into chosen animal.
control-plants,Controls actions of one or more plant creatures.
cure-serious-wounds-mass,"Cures 3d8 damage + 1/level, affects 1 subject/level."
earthquake,Intense tremor shakes 80-ft.-radius.
finger-of-death,Deals 10 damage/level to one subject.
repel-metal-or-stone,Pushes away metal and stone.
reverse-gravity,Objects and creatures fall upward.
summon-nature-s-ally-viii,Summons creature to fight.
sunburst,"Blinds all within 10 ft., deals 6d6 damage."
whirlwind,Cyclone deals damage and can pick up creatures.
word-of-recall,Teleports you back to designated place.
antipathy,Object or location affected by spell repels certain creatures.
cure-critical-wounds-mass,Cures 4d8 damage + 1/level for many creatures.
elemental-swarm,Summons multiple elementals.
foresight,“Sixth sense” warns of impending danger.
regenerate,"Subject's severed limbs grow back, cures 4d8 damage +1/level (max +35)."
shambler,Creates 1d4+2 shambling mounds to fight for you.
shapechange,"Transforms you into certain creatures, and you can change forms once per round."
storm-of-vengeance,"Storm rains acid, lightning, and hail."
summon-nature-s-ally-ix,Summons creature to fight.
sympathy,Object or location attracts certain creatures.
bless,Allies gain +1 on attack rolls and saves against fear.
bless-water,Makes holy water.
bless-weapon,Weapon strikes true against evil foes.
create-water,Creates 2 gallons/level of pure water.
cure-light-wounds,Cures 1d8 damage + 1/level (max +5).
detect-poison,Detects poison in one creature or small object.
detect-undead,Reveals undead within 60 ft.
divine-favor,You gain +1 per three levels on attack and damage rolls.
endure-elements,Exist comfortably in hot or cold regions.
magic-weapon,Weapon gains +1 bonus.
protection-from-evil,"+2 to <a href=""combat.html#_armor-class"">AC</a> and saves, plus additional protection against selected alignment."
read-magic,Read scrolls and spellbooks.
resistance,Subject gains +1 on saving throws.
restoration-lesser,Dispels magical ability penalty or repairs 1d4 ability damage.
virtue,Subject gains 1 temporary hp.
bull-s-strength,"Subject gains +4 to <a href=""gettingStarted.html#_strength"">Str</a> for 1 min./level."
delay-poison,Stops poison from harming subject for 1 hour/level.
eagle-s-splendor,"Subject gains +4 to <a href=""gettingStarted.html#_charisma-new"">Cha</a> for 1 min./level."
owl-s-wisdom,"Subject gains +4 to <a href=""gettingStarted.html#_wisdom"">Wis</a> for 1 min./level."
remove-paralysis,"Frees one or more creatures from paralysis or <a href=""spells/slow.html#_slow"">slow</a> effect."
resist-energy,Ignores 10 or more points of damage per attack from specified energy type.
shield-other,You take half of subject's damage.
undetectable-alignment,Conceals alignment from magical detection for 24 hours.
zone-of-truth,Subjects within range cannot lie.
cure-moderate-wounds,Cures 2d8 damage +1/level (max. +10).
daylight,60-ft. radius of bright light.
discern-lies,Reveals deliberate falsehoods.
dispel-magic,Cancels one magical spell or effect.
heal-mount,"As <i><a href=""spells/heal.html#_heal"">heal</a> </i>on horse or other special mount."
magic-circle-against-evil,"As <i><a href=""spells/protectionFromChaos.html#_protection-from-chaos"">protection from chaos</a></i>, but 10-ft. radius and 10 min./level."
magic-weapon-greater,Weapon gains +1 bonus/four levels (max +5).
prayer,"Allies get +1 bonus on most rolls, enemies –1 penalty."
remove-blindness-deafness,Cures normal or magical blindness or deafness.
remove-curse,Frees object or person from curse.
break-enchantment,"Frees subjects from enchantments, transmutations, and curses."
cure-serious-wounds,Cures 3d8 damage + 1/level (max +15).
death-ward,Grants bonuses against death spells and negative energy.
dispel-chaos,+4 bonus against attacks by chaotic creatures.
dispel-evil,+4 bonus against attacks by evil creatures.
holy-sword,"Weapon becomes +5, deals +2d6 damage against evil."
mark-of-justice,Designates action that triggers <i>curse </i>on subject.
neutralize-poison,"Immunizes subject against poison, detoxifies venom in or on subject."
restoration,Restores level and ability score drains.
alarm,Wards an area for 2 hours/level.
animal-messenger,Sends a Tiny animal to a specific place.
calm-animals,Calms 2d4 + level HD of animals.
charm-animal,Makes one animal your friend.
delay-poison,Stops poison from harming subject for 1 hour/level.
detect-animals-or-plants,Detects kinds of animals or plants.
detect-poison,Detects poison in one creature or object.
detect-snares-and-pits,Reveals natural or primitive traps.
endure-elements,Exist comfortably in hot or cold regions.
entangle,Plants entangle everyone in 40-ft. radius.
hide-from-animals,Animals can't perceive one subject/level.
jump,Subject gets bonus on Acrobatics checks.
longstrider,Your base speed increases by 10 ft.
magic-fang,One natural weapon of subject creature gets +1 on attack and damage rolls.
pass-without-trace,One subject/level leaves no tracks.
read-magic,Read scrolls and spellbooks.
resist-energy,Ignores 10 (or more) points of damage/attack from specified energy type.
speak-with-animals,You can communicate with animals.
summon-nature-s-ally-i,Summons creature to fight for you.
barkskin,Grants +2 (or higher) enhancement to natural armor.
bear-s-endurance,"Subject gains +4 to <a href=""gettingStarted.html#_constitution"">Con</a> for 1 min./level."
cat-s-grace,"Subject gains +4 to <a href=""gettingStarted.html#_dexterity"">Dex</a> for 1 min./level."
cure-light-wounds,Cures 1d8 damage + 1/level (max +5).
hold-animal,Paralyzes one animal for 1 round/level.
owl-s-wisdom,"Subject gains +4 to <a href=""gettingStarted.html#_wisdom"">Wis</a> for 1 min./level."
protection-from-energy,Absorbs 12 points/level of damage from one kind of energy.
snare,Creates a magic booby trap.
speak-with-plants,You can talk to plants and plant creatures.
spike-growth,"Creatures in area take 1d4 damage, may be slowed<i>.</i>"
summon-nature-s-ally-ii,Summons creature to fight for you.
wind-wall,"Deflects arrows, smaller creatures, and gases."
command-plants,Sway the actions of plant creatures.
cure-moderate-wounds,Cures 2d8 damage +1/level (max. +10).
darkvision,See 60 ft. in total darkness.
diminish-plants,Reduces size or blights growth of normal plants.
magic-fang-greater,One natural weapon gets + 1/four levels (max. +5).
neutralize-poison,"Immunizes subject against poison, detoxifies venom in or on subject."
plant-growth,"Grows vegetation, improves crops."
reduce-animal,Shrinks one willing animal.
remove-disease,Cures all diseases affecting subject.
repel-vermin,"Insects, spiders, and other vermin stay 10 ft. away."
summon-nature-s-ally-iii,Summons creature to fight for you.
tree-shape,You look exactly like a tree for 1 hour/level.
water-walk,Subject treads on water as if solid.
animal-growth,One animal doubles in size.
commune-with-nature,Learn about terrain for 1 mile/level.
cure-serious-wounds,Cures 3d8 damage + 1/level (max +15).
freedom-of-movement,Subject moves normally despite impediments to movement.
nondetection,"Hides subject from divination, <a href=""spells/scrying.html#_scrying"">scrying</a>."
summon-nature-s-ally-iv,Summons creature to fight for you.
tree-stride,Step from one tree to another far away.
resistance,Subject gains +1 on saving throws.
acid-splash,Orb deals 1d3 acid damage.
detect-magic,Detects all spells and magic items within 60 ft.
detect-poison,Detects poison in one creature or small object.
read-magic,Read scrolls and spellbooks.
daze,A single humanoid creature with 4 HD or less loses its next action.
dancing-lights,Creates torches or other lights.
flare,Dazzles one creature (–1 on attack rolls).
light,Object shines like a torch.
ray-of-frost,Ray deals 1d3 cold damage.
ghost-sound,Figment sounds.
bleed,"Cause a stabilized creature to resume <a href=""glossary.html#_dying"">dying</a>."
disrupt-undead,Deals 1d6 damage to one undead.
touch-of-fatigue,Touch attack fatigues target.
mage-hand,5-pound telekinesis.
mending,Makes minor repairs on an object.
message,Whisper conversation at distance.
open-close,Opens or closes small or light things.
arcane-mark,Inscribes a personal rune on an object or creature (visible or invisible).
prestidigitation,Performs minor tricks.
alarm,Wards an area for 2 hours/level.
endure-elements,Exist comfortably in hot or cold regions.
